acl_id,survey_section,paradigm,year,transp_compensation,transp_selection_criteria,transp_expertise,transp_language_background,transp_adjudication
2025.acl-long.1101,§4.6,llm_annotator,2025,True,False,True,False,False
2025.acl-demo.52,§4.1,crowdsourced,2025,True,False,False,False,False
2025.aimecon-main.37,§4.6,llm_annotator,2025,True,False,True,False,False
2025.analogyangle-1.5,§4.6,llm_annotator,2025,True,False,True,False,False
2025.analogyangle-1.8,§4.6,llm_annotator,2025,True,True,True,False,False
2025.banglalp-1.8,§4.5,classical,2025,False,False,False,True,False
2025.banglalp-1.15,§4.5,llm_annotator,2025,True,True,True,False,False
2025.banglalp-1.28,§4.5,classical,2025,False,False,False,False,False
2025.bhasha-1.2,§4.3,llm_annotator,2025,False,False,False,False,False
2025.bsnlp-1.2,§4.6,llm_annotator,2025,True,False,True,False,True
2025.chipsal-1.19,§4.5,classical,2025,False,True,True,False,False
2025.climatenlp-1.11,§3,llm_annotator,2025,False,False,True,False,False
2025.comedi-1.5,§4.6,classical,2025,False,False,True,False,False
2025.comedi-1.6,§4.6,classical,2025,False,False,True,False,True
2025.comedi-1.7,§4.6,classical,2025,False,False,False,False,True
2025.comedi-1.8,§4.6,classical,2025,False,False,True,False,True
2025.comedi-1.10,§4.6,classical,2025,False,False,True,False,True
2025.comedi-1.11,§4.1,classical,2025,False,False,False,False,False
2025.comedi-1.13,§4.2,llm_annotator,2025,True,True,False,False,False
2025.comedi-1.15,§4.6,classical,2025,False,False,True,False,False
2025.emnlp-main.10,§4.6,classical,2025,True,False,True,False,True
2025.emnlp-main.106,§4.1,classical,2025,False,False,True,False,False
2025.emnlp-main.144,§4.6,crowdsourced,2025,False,False,False,False,True
2025.emnlp-main.326,§4.3,crowdsourced,2025,True,False,False,False,False
2025.emnlp-main.1375,§4.2,crowdsourced,2025,False,True,True,False,False
2025.emnlp-main.1519,§4.4,llm_annotator,2025,True,False,True,False,False
2025.emnlp-main.1625,§4.6,crowdsourced,2025,True,False,True,False,False
2025.emnlp-main.1800,§4.6,crowdsourced,2025,False,False,False,False,False
2025.findings-naacl.185,§4.1,llm_annotator,2025,False,False,True,False,False
2025.findings-acl.293,§4.6,llm_annotator,2025,False,False,False,False,False
2025.findings-acl.836,§4.6,llm_annotator,2025,True,False,False,False,False
2025.findings-acl.842,§4.6,crowdsourced,2025,True,False,True,True,False
2025.findings-acl.922,§4.1,crowdsourced,2025,True,False,True,False,False
2025.findings-acl.1180,§4.3,classical,2025,True,False,True,False,False
2025.findings-acl.1216,§4.5,llm_annotator,2025,True,False,False,False,False
2025.findings-acl.1351,§4.6,llm_annotator,2025,False,True,False,False,False
2025.findings-emnlp.176,§4.1,crowdsourced,2025,True,True,True,False,False
2025.findings-emnlp.422,§4.2,llm_annotator,2025,True,True,True,True,True
2025.findings-emnlp.587,§4.6,classical,2025,False,False,False,False,False
2025.findings-emnlp.824,§4.6,crowdsourced,2025,True,False,True,False,False
2025.findings-ijcnlp.56,§4.6,classical,2025,False,False,False,False,False
2025.findings-ijcnlp.143,§4.6,crowdsourced,2025,True,False,False,False,True
2025.gem-1.54,§4.7,crowdsourced,2025,True,True,False,False,False
2025.gem-1.57,§4.7,classical,2025,True,True,True,False,False
2025.hcinlp-1.20,§4.6,crowdsourced,2025,True,True,True,False,False
2025.ijcnlp-long.1,§4.6,classical,2025,False,False,False,False,False
2025.ijcnlp-short.12,§4.6,llm_annotator,2025,False,False,True,True,False
2025.inlg-main.4,§4.7,crowdsourced,2025,True,True,True,False,False
2025.inlg-main.48,§4.6,llm_annotator,2025,True,True,False,False,False
2025.iwcs-main.17,§4.6,crowdsourced,2025,False,False,False,False,True
2025.jeptalnrecital-taln.49,§4.6,classical,2025,False,False,True,False,False
2025.law-1.1,§4.5,crowdsourced,2025,True,False,True,False,False
2025.law-1.3,§4.3,llm_annotator,2025,False,False,False,False,False
2025.law-1.7,§4.6,crowdsourced,2025,False,False,False,False,False
2025.law-1.24,§4.6,llm_annotator,2025,True,False,True,False,True
2025.law-1.28,§4.3,classical,2025,False,False,True,False,False
2025.law-1.30,§4.1,crowdsourced,2025,True,False,True,True,False
2025.mwe-1.7,§4.1,classical,2025,False,False,True,True,False
2025.naacl-short.13,§4.3,classical,2025,False,False,True,False,False
2025.naacl-demo.40,§4.4,crowdsourced,2025,False,False,True,False,False
2025.nllp-1.23,§4.6,classical,2025,False,False,True,False,False
2025.nlp4dh-1.32,§4.5,classical,2025,False,False,True,False,False
2025.nlp4pi-1.18,§4.6,llm_annotator,2025,True,False,False,False,False
2025.nlperspectives-1.5,§4.6,crowdsourced,2025,True,False,False,False,False
2025.nlperspectives-1.6,§4.1,llm_annotator,2025,True,True,True,False,False
2025.nlperspectives-1.8,§4.6,crowdsourced,2025,True,False,False,False,False
2025.nlperspectives-1.17,§4.6,crowdsourced,2025,True,False,True,False,False
2025.nlperspectives-1.21,§4.6,classical,2025,True,False,False,False,False
2025.nlperspectives-1.22,§4.6,crowdsourced,2025,False,False,False,False,False
2025.ommm-1.1,§4.6,llm_annotator,2025,True,True,True,True,False
2025.ranlp-1.49,§4.3,llm_annotator,2025,True,True,True,False,True
2025.ranlp-1.57,§4.5,crowdsourced,2025,True,False,False,False,False
2025.ranlp-1.65,§4.6,classical,2025,False,False,True,True,False
2025.ranlp-1.102,§4.5,classical,2025,False,False,True,True,True
2025.ranlp-1.142,§4.6,crowdsourced,2025,False,False,False,True,True
2025.ranlp-1.162,§4.5,classical,2025,False,False,False,True,False
2025.ranlp-1.163,§4.5,classical,2025,False,True,False,False,False
2025.resourceful-1.24,§4.3,classical,2025,False,False,False,False,False
2025.scil-1.2,§4.6,crowdsourced,2025,True,False,True,True,False
2025.semeval-1.322,§4.6,classical,2025,False,True,False,True,False
2025.sigdial-1.14,§4.3,classical,2025,False,True,True,False,False
2025.sigdial-1.17,§4.3,llm_annotator,2025,True,False,True,False,False
2025.sigdial-1.19,§3,classical,2025,False,True,True,False,False
2025.sigdial-1.56,§4.6,classical,2025,False,False,True,False,False
2025.tsar-1.1,§4.6,classical,2025,True,False,True,False,False
2025.wmt-1.5,§4.7,classical,2025,True,True,True,False,False
2025.woah-1.5,§4.6,crowdsourced,2025,True,True,False,False,True
2025.woah-1.47,§4.5,classical,2025,False,False,False,False,False
2026.eacl-long.3,§4.6,llm_annotator,2026,False,False,False,False,True
2026.eacl-long.103,§4.2,llm_annotator,2026,False,False,True,True,False
2026.eacl-long.186,§4.6,llm_annotator,2026,True,False,True,False,False
2026.eacl-long.341,§4.6,classical,2026,True,False,False,False,False
2026.eacl-long.368,§4.6,classical,2026,True,True,True,True,True
2026.eacl-srw.32,§4.4,classical,2026,False,False,False,False,True
2026.findings-eacl.100,§4.6,classical,2026,False,False,False,False,True
2026.lchange-1.1,§4.5,crowdsourced,2026,True,False,False,True,True
2026.loreslm-1.19,§4.6,classical,2026,True,False,False,False,False
2026.mme-main.1,§4.6,llm_annotator,2026,True,False,True,False,False
2026.mwe-1.3,§4.3,llm_annotator,2026,False,False,True,False,False
2026.tacl-1.6,§4.6,crowdsourced,2026,True,False,True,False,True
2026.vardial-1.10,§4.3,classical,2026,False,False,True,False,False
C10-2089,§3,classical,2010,False,False,False,False,False
C14-2023,§3,classical,2014,False,False,False,False,False
C16-1037,§4.1,classical,2016,False,False,True,True,False
C16-1082,§4.1,classical,2016,False,False,True,False,False
C16-1294,§4.7,classical,2016,False,False,False,True,False
C16-1324,§4.3,crowdsourced,2016,True,False,True,False,False
C18-1064,§4.5,classical,2018,False,False,False,False,False
C18-1208,§4.3,classical,2018,True,False,True,True,True
C18-1254,§4.3,llm_annotator,2018,False,False,True,True,False
C18-1281,§4.1,crowdsourced,2018,True,False,True,True,False
C18-1296,§4.3,classical,2018,False,False,True,False,True
D19-1107,§4.1,crowdsourced,2019,True,True,True,False,False
D19-5315,§4.6,classical,2019,False,False,True,False,False
E14-1058,§4.5,classical,2014,False,False,True,False,True
E14-1078,§3,crowdsourced,2014,False,False,False,True,True
F12-2031,§3,llm_annotator,2012,False,False,False,False,True
I17-1043,§4.2,classical,2017,False,False,False,False,False
J09-4005,§3,classical,2009,False,False,False,False,True
J15-3003,§3,classical,2015,True,False,True,False,False
J17-3006,§4.1,classical,2017,False,False,False,False,False
K19-1024,§4.3,classical,2019,False,True,True,False,True
K19-1046,§4.1,crowdsourced,2019,True,False,False,False,True
K19-2016,§4.2,classical,2019,True,False,True,False,False
L00-1247,§3,classical,2000,False,False,False,False,False
L06-1128,§4.4,classical,2006,False,False,False,False,False
L06-1215,§4.2,classical,2006,False,False,False,False,False
L06-1312,§4.4,classical,2006,False,False,False,False,False
L06-1332,§4.1,classical,2006,False,False,False,False,True
L06-1346,§4.1,classical,2006,False,False,False,False,False
L06-1391,§4.3,classical,2006,False,False,False,False,False
L06-1392,§4.7,classical,2006,False,False,False,False,False
L08-1009,§4.3,classical,2008,False,False,True,False,False
L08-1017,§4.3,classical,2008,False,False,False,False,False
L08-1088,§4.5,classical,2008,False,False,False,False,False
L08-1094,§4.4,classical,2008,False,False,False,False,False
L08-1105,§4.2,classical,2008,False,False,False,False,False
L08-1107,§4.1,classical,2008,False,False,False,False,False
L08-1160,§4.5,classical,2008,False,False,False,False,False
L08-1166,§4.5,classical,2008,False,False,False,False,False
L08-1167,§4.6,classical,2008,False,False,False,False,False
L08-1169,§4.4,classical,2008,False,False,False,True,False
L08-1185,§4.1,classical,2008,False,False,False,False,False
L08-1205,§4.1,classical,2008,False,False,False,False,False
L08-1304,§4.1,classical,2008,False,False,False,False,False
L08-1330,§3,classical,2008,False,False,False,False,False
L08-1360,§3,classical,2008,False,False,False,False,False
L08-1366,§4.2,classical,2008,False,False,False,False,False
L08-1380,§4.3,classical,2008,False,False,False,False,False
L08-1428,§4.3,classical,2008,False,False,False,False,False
L08-1460,§4.2,classical,2008,False,False,False,False,False
L08-1563,§4.4,classical,2008,False,False,False,False,False
L10-1088,§4.3,classical,2010,False,False,False,False,False
L10-1093,§4.1,classical,2010,False,False,False,False,False
L10-1103,§4.4,classical,2010,False,False,False,False,False
L10-1106,§4.3,classical,2010,False,False,False,False,False
L10-1133,§4.7,classical,2010,False,False,False,False,False
L10-1143,§4.2,classical,2010,False,False,False,False,False
L10-1145,§4.4,classical,2010,False,False,False,False,False
L10-1157,§3,classical,2010,False,False,False,False,False
L10-1163,§4.3,classical,2010,False,False,False,False,False
L10-1166,§4.1,classical,2010,False,False,False,False,False
L10-1183,§4.1,classical,2010,False,False,False,False,False
L10-1266,§4.2,classical,2010,False,False,False,False,False
L10-1274,§4.2,classical,2010,False,False,False,False,False
L10-1290,§4.5,classical,2010,False,False,False,False,False
L10-1302,§4.1,classical,2010,False,False,False,False,False
L10-1307,§4.4,classical,2010,False,False,False,False,False
L10-1374,§4.1,classical,2010,False,False,False,False,False
L10-1424,§4.1,classical,2010,False,False,False,True,False
L10-1450,§4.3,classical,2010,False,False,False,False,False
L10-1456,§4.1,classical,2010,False,False,False,False,False
L10-1458,§4.7,classical,2010,False,False,False,False,False
L10-1465,§4.3,classical,2010,False,False,False,False,False
L10-1469,§4.4,classical,2010,False,False,False,False,False
L10-1476,§4.5,classical,2010,False,False,False,False,False
L10-1492,§4.7,classical,2010,False,False,False,False,False
L10-1512,§4.2,classical,2010,False,False,False,False,False
L10-1526,§4.2,classical,2010,False,False,False,False,False
L10-1565,§4.3,classical,2010,False,False,False,False,False
L10-1578,§4.3,classical,2010,False,False,False,False,False
L10-1628,§4.3,classical,2010,False,False,True,False,False
L10-1630,§4.3,classical,2010,False,False,False,False,False
L12-1077,§4.4,classical,2012,False,False,False,False,False
L12-1087,§4.7,classical,2012,False,False,False,True,False
L12-1114,§4.2,classical,2012,False,False,False,False,False
L12-1142,§4.4,classical,2012,False,False,False,False,False
L12-1175,§4.3,classical,2012,False,False,False,False,False
L12-1177,§4.7,classical,2012,False,False,False,False,True
L12-1178,§4.1,classical,2012,False,False,True,False,False
L12-1182,§4.4,classical,2012,False,False,False,False,False
L12-1184,§4.1,classical,2012,False,False,False,False,False
L12-1189,§4.2,classical,2012,False,False,False,False,False
L12-1252,§4.1,classical,2012,False,False,False,False,False
L12-1310,§3,classical,2012,False,False,False,False,False
L12-1312,§4.1,classical,2012,False,False,False,False,False
L12-1335,§4.3,crowdsourced,2012,False,False,False,False,False
L12-1357,§4.1,classical,2012,False,False,False,False,False
L12-1370,§4.4,classical,2012,False,False,False,False,False
L12-1384,§4.1,crowdsourced,2012,True,False,False,False,False
L12-1417,§4.7,classical,2012,False,False,False,False,False
L12-1441,§4.2,classical,2012,False,False,False,False,False
L12-1458,§4.3,classical,2012,False,False,False,False,False
L12-1498,§4.3,classical,2012,False,False,False,False,False
L12-1520,§4.1,classical,2012,False,False,False,False,False
L12-1533,§4.3,classical,2012,False,False,False,False,False
L12-1572,§4.1,classical,2012,False,False,False,False,False
L12-1591,§4.3,classical,2012,False,False,False,True,False
L12-1650,§3,classical,2012,False,False,False,False,False
L14-1018,§4.5,classical,2014,False,False,False,False,False
L14-1020,§4.4,classical,2014,False,False,False,False,False
L14-1107,§4.6,classical,2014,False,False,False,False,True
L14-1111,§4.4,crowdsourced,2014,False,False,True,False,False
L14-1136,§4.7,classical,2014,False,False,False,False,False
L14-1145,§4.1,classical,2014,False,False,False,False,False
L14-1187,§4.2,classical,2014,False,False,False,False,False
L14-1188,§4.5,classical,2014,False,False,False,False,False
L14-1199,§4.3,classical,2014,False,False,False,False,False
L14-1233,§4.4,classical,2014,False,False,False,False,False
L14-1240,§4.5,classical,2014,False,False,False,False,False
L14-1256,§4.4,classical,2014,False,False,False,False,False
L14-1273,§4.2,classical,2014,False,False,False,False,False
L14-1291,§4.3,classical,2014,False,False,False,False,False
L14-1293,§4.1,classical,2014,False,False,False,False,False
L14-1312,§4.3,classical,2014,False,False,False,True,False
L14-1346,§4.7,classical,2014,False,False,False,False,False
L14-1380,§4.3,classical,2014,False,False,False,False,False
L14-1398,§4.1,classical,2014,False,False,False,False,False
L14-1453,§4.3,classical,2014,False,False,False,False,False
L14-1467,§4.7,classical,2014,False,False,False,False,False
L14-1545,§4.2,classical,2014,False,False,False,False,False
L14-1586,§4.5,classical,2014,False,False,False,False,False
L14-1596,§4.2,classical,2014,False,False,False,False,False
L14-1601,§4.7,classical,2014,False,False,False,False,False
L14-1656,§4.5,classical,2014,False,False,False,False,False
L14-1741,§4.4,classical,2014,False,False,False,False,False
L16-1016,§4.1,classical,2016,False,False,True,False,False
L16-1025,§4.3,classical,2016,False,False,False,False,False
L16-1031,§4.1,classical,2016,False,False,True,True,False
L16-1044,§4.7,classical,2016,False,False,True,True,False
L16-1137,§4.3,classical,2016,False,False,False,True,False
L16-1168,§4.3,classical,2016,False,False,False,False,False
L16-1178,§4.5,crowdsourced,2016,False,False,False,False,False
L16-1181,§4.5,crowdsourced,2016,True,True,True,False,True
L16-1212,§4.1,classical,2016,False,True,True,True,False
L16-1243,§4.2,classical,2016,False,False,True,True,False
L16-1267,§4.3,crowdsourced,2016,False,False,False,False,True
L16-1271,§4.1,classical,2016,False,False,True,False,True
L16-1275,§4.1,classical,2016,False,False,True,True,True
L16-1279,§4.3,classical,2016,False,False,True,False,False
L16-1295,§4.7,classical,2016,True,False,True,True,False
L16-1377,§4.2,classical,2016,False,False,False,True,False
L16-1420,§4.3,classical,2016,False,False,True,False,False
L16-1460,§4.3,crowdsourced,2016,True,False,True,True,True
L16-1462,§4.5,crowdsourced,2016,True,True,True,False,False
L16-1482,§4.3,classical,2016,False,False,True,False,True
L16-1501,§4.1,crowdsourced,2016,True,True,True,False,True
L16-1507,§4.3,classical,2016,False,True,True,False,False
L16-1530,§4.2,classical,2016,True,False,True,False,False
L16-1590,§4.1,classical,2016,False,False,True,False,False
L16-1598,§4.1,classical,2016,True,False,True,False,False
L16-1599,§4.3,classical,2016,False,False,True,False,False
L16-1618,§4.1,crowdsourced,2016,True,False,False,True,True
L16-1619,§4.3,classical,2016,False,False,True,False,False
L16-1620,§4.3,classical,2016,True,False,False,True,False
L16-1650,§4.3,classical,2016,False,False,True,False,True
L16-1669,§4.2,crowdsourced,2016,False,False,False,True,False
L16-1691,§4.1,classical,2016,False,False,True,False,False
L16-1701,§3,classical,2016,False,True,True,True,False
L18-1640,§3,classical,2018,False,False,False,False,False
N04-4020,§4.1,classical,2004,False,False,False,False,False
N13-1061,§4.2,classical,2013,False,False,False,False,False
N18-1074,§4.4,classical,2018,False,False,False,False,False
N18-1101,§4.1,classical,2018,True,False,False,False,False
N18-2027,§4.3,classical,2018,False,False,False,False,False
N18-2036,§4.1,classical,2018,False,False,True,True,False
N18-2052,§4.3,classical,2018,False,False,True,True,False
N19-1224,§4.3,crowdsourced,2019,True,False,True,False,False
N19-1295,§4.1,crowdsourced,2019,False,False,True,False,False
P13-1004,§4.7,crowdsourced,2013,False,False,True,False,False
P14-1088,§3,classical,2014,False,False,True,False,False
P18-1018,§4.3,classical,2018,True,False,True,True,False
P18-1122,§4.4,crowdsourced,2018,True,False,True,False,True
P18-1127,§4.7,crowdsourced,2018,False,False,False,False,False
P19-1087,§4.2,classical,2019,False,False,True,True,True
P19-1330,§4.6,crowdsourced,2019,True,False,True,False,False
P19-1386,§4.4,classical,2019,False,False,False,True,False
P19-3010,§4.2,crowdsourced,2019,True,False,False,False,False
Q14-1025,§4.3,crowdsourced,2014,True,False,True,False,False
Q18-1006,§4.4,classical,2018,False,False,False,False,False
Q18-1007,§3,classical,2018,False,False,True,False,True
R17-1015,§4.5,classical,2017,False,False,False,False,False
R17-1044,§4.5,classical,2017,False,False,False,False,False
R17-1063,§4.5,classical,2017,False,False,False,False,False
R19-1020,§4.1,classical,2019,False,False,True,False,False
R19-1023,§4.1,classical,2019,False,False,False,False,False
R19-1066,§4.5,classical,2019,False,False,False,False,False
S18-2028,§4.7,classical,2018,False,False,False,False,False
S19-1019,§4.4,crowdsourced,2019,True,False,True,False,True
W06-1318,§4.3,classical,2006,False,False,True,False,False
W08-1209,§3,classical,2008,False,False,False,False,False
W11-4649,§4.2,classical,2011,False,False,False,False,False
W13-1723,§4.2,classical,2013,False,False,True,True,True
W14-2904,§3,classical,2014,False,False,False,False,False
W16-1706,§4.6,crowdsourced,2016,False,False,False,False,False
W16-1711,§3,classical,2016,False,False,False,False,False
W16-4018,§4.3,crowdsourced,2016,False,False,True,False,False
W16-4703,§4.4,classical,2016,False,False,False,False,False
W16-5108,§4.1,classical,2016,False,False,True,False,False
W16-5110,§4.3,classical,2016,False,False,False,False,False
W16-5402,§4.3,classical,2016,False,False,False,False,False
W17-0810,§4.4,classical,2017,True,False,False,False,False
W17-0812,§4.4,llm_annotator,2017,False,False,True,False,False
W17-1403,§4.3,classical,2017,False,False,False,False,False
W17-1808,§4.4,classical,2017,False,False,False,False,False
W17-5051,§4.1,classical,2017,True,False,False,False,False
W17-5502,§4.3,classical,2017,True,False,True,False,False
W18-0510,§4.1,crowdsourced,2018,False,True,False,True,True
W18-2325,§4.4,classical,2018,False,False,True,False,False
W18-3502,§4.1,crowdsourced,2018,False,False,False,False,False
W18-4914,§4.1,classical,2018,False,False,False,True,False
W18-4921,§4.1,classical,2018,True,True,True,True,False
W18-5210,§4.3,crowdsourced,2018,True,False,False,False,False
W18-5503,§4.4,crowdsourced,2018,True,False,True,False,True
W18-5610,§4.1,classical,2018,False,False,True,True,False
W18-5613,§4.1,classical,2018,False,False,True,False,False
W18-6022,§4.2,classical,2018,False,False,True,True,True
W18-6312,§4.7,crowdsourced,2018,True,False,True,True,False
W18-7102,§3,classical,2018,False,False,False,True,False
W19-0402,§4.3,classical,2019,False,False,True,False,False
W19-2514,§4.6,classical,2019,False,False,True,False,False
W19-2707,§4.3,classical,2019,False,True,False,False,False
W19-2712,§3,classical,2019,False,False,True,False,False
W19-3309,§4.3,classical,2019,False,True,True,False,True
W19-3316,§4.3,classical,2019,True,False,False,False,True
W19-3510,§4.5,classical,2019,False,False,True,True,True
W19-3512,§4.5,classical,2019,False,False,True,True,False
W19-3802,§3,crowdsourced,2019,True,False,True,False,False
W19-4001,§4.3,crowdsourced,2019,True,False,False,False,True
W19-4008,§4.3,classical,2019,False,False,False,False,False
W19-4014,§4.3,classical,2019,False,False,True,True,False
W19-4434,§4.5,classical,2019,False,False,True,True,False
W19-5923,§4.4,crowdsourced,2019,True,False,False,False,False
W19-5937,§4.1,classical,2019,False,False,True,True,False
W19-8609,§3,crowdsourced,2019,True,False,True,False,False
W19-8642,§4.7,crowdsourced,2019,True,False,True,True,False
W19-8713,§4.1,classical,2019,False,True,True,True,False
W99-0502,§4.3,classical,1999,True,False,False,False,False
